SECCION 1 - RESUMEN POR ZONA

"Zona","Matriculas","Personas","Capacidad (meta)","Cupos disponibles","Ocupacion (%)","Cursos","Grupos","En espera","Cursos baja ocupacion (<30%)"
Bogota & Cundinamarca,6530,6530,8400,1870,77.7,35,161,111,7
Antioquia & Eje Cafetero,2614,2614,4550,1936,57.5,21,91,16,4
Zona Caribe,2015,2015,2400,385,84.0,23,47,13,3
"Santanderes, Boyaca y Cesar",1378,1378,1470,92,93.7,16,28,11,2
Zona Pacifico,3666,3666,4550,884,80.6,27,88,49,3
Zona Sur & Llanos,3369,3369,5150,1781,65.4,20,103,42,3
Total 6 zonas,19572,19572,26520,6948,73.8,,518,242,22

SECCION 2 - DETALLE DE CURSOS POR ZONA

"Zona","Codigo","Curso","Grupos","Capacidad","Matriculados","Disponibles","Grupos llenos","En espera"
"Santanderes, Boyaca y Cesar",Santander,La belleza,0
"Santanderes, Boyaca y Cesar",Norte de Santander,DURANIA,0
Zona Caribe,La Guajira,Urumita,0
Zona Pacifico,Valle del Cauca,Chorreras,0
Zona Pacifico,Narino,Barbacoas,0
Zona Caribe,Sucre,"vereda el Charcon,  Al lado del colegio",0
Zona Sur & Llanos,Tolima,Rioblanco,0
Zona Pacifico,Valle del Cauca,BOLIVAR,0
Zona Sur & Llanos,Tolima,Convenio,0
Zona Pacifico,Valle del Cauca,IDMJI Argelia Valle,0
Zona Pacifico,Narino,Puerres,0
Zona Pacifico,Valle del Cauca,Centro,0
Zona Sur & Llanos,Meta,Centro Poblado La Julia,0
Zona Pacifico,Narino,Sapuyes,0
Zona Pacifico,Valle del Cauca,El Placer,0
Zona Pacifico,Valle del Cauca,Iglesia Ministerial,0
Zona Pacifico,Narino,La Llanada,0
Zona Pacifico,Narino,Pupiales,0
Zona Pacifico,Valle del Cauca,Buitrera Cali,0
Zona Sur & Llanos,Tolima,Herveo,0
Zona Pacifico,Valle del Cauca,Fatima 1,0
Zona Sur & Llanos,Meta,Mesetas,0
"Santanderes, Boyaca y Cesar",Santander,Rionegro,0
Zona Pacifico,Narino,Guachavez,0
Zona Sur & Llanos,Huila,El Agrado,0
Zona Pacifico,Narino,Chachagui,0
Zona Pacifico,Valle del Cauca,Grupo de reunion Sonso,0
Zona Pacifico,Putumayo,Puerto Caicedo,0
Antioquia & Eje Cafetero,Quindio,Buenavista,0
"Santanderes, Boyaca y Cesar",Santander,Oiba,0
Zona Pacifico,Putumayo,El Tigre,0
Zona Caribe,Magdalena,Calle 3 # 5 - 43 Corregimiento de Palermo,0
Zona Sur & Llanos,Vichada,La Iglesia Ministerial,0
Zona Pacifico,Valle del Cauca,Corregimiento Zaragoza,0
Zona Caribe,Sucre,Corregimiento de Segovia Calle 2 Carrera 7-8,0
Antioquia & Eje Cafetero,Risaralda,Irra,0
Zona Sur & Llanos,Huila,Naranjal,0
Zona Sur & Llanos,Meta,Primavera,0
Zona Sur & Llanos,Tolima,Barrio Las Palmas,0
Zona Pacifico,Valle del Cauca,"Celian, Via puerto frazadas",0
"Santanderes, Boyaca y Cesar",Norte de Santander,Salon de la casa de la cultura del corregimiento de Agua Clara.,0
Zona Sur & Llanos,Vichada,Cumaribo,0
Zona Sur & Llanos,Tolima,Iglesia chicoral,0
Zona Pacifico,Valle del Cauca,Andalucia,0
Zona Pacifico,Valle del Cauca,El Carmelo,0
Antioquia & Eje Cafetero,Risaralda,Guatica,0

SECCION 5 - OTROS DATOS GLOBALES

"Categoria","Etiqueta","Valor"
genero,F,19914
genero,M,5292
edad,18-25,2903
edad,26-35,4670
edad,36-45,5146
edad,46-60,7825
edad,61+,3903
etnia,Ninguno,23078
etnia,Afrodescendientes,1600
etnia,Indigenas,429
etnia,Raizales,89
etnia,Rrom (Gitano),8
etnia,(sin dato),2
discapacidad,Con alguna condicion reportada,720
discapacidad,Sin condicion (Ninguna),10
conocimiento,Iglesia,22857
conocimiento,Referido,774
conocimiento,Redes,134
conocimiento,Web,45
conocimiento,Noticias,7
conocimiento,(sin dato),2
origen_pais,Colombia,22069
origen_pais,Total,25206

SECCION 6 - IGLESIAS CON INSCRIPCION (COLOMBIA)

"Zona","Departamento","Iglesia","Inscritos"
Bogota & Cundinamarca,Cundinamarca,La Colina,315
Bogota & Cundinamarca,Cundinamarca,Galan,277
Zona Pacifico,Valle del Cauca,Cambulos,251
Bogota & Cundinamarca,Cundinamarca,Engativa,246
Bogota & Cundinamarca,Cundinamarca,Santander,235
Zona Pacifico,Valle del Cauca,PACARA,229
Bogota & Cundinamarca,Cundinamarca,Soacha autopista o Soacha centro,223
Bogota & Cundinamarca,Cundinamarca,Ferias,209
Bogota & Cundinamarca,Cundinamarca,La Granja,203
Bogota & Cundinamarca,Cundinamarca,Fontibon,198
Bogota & Cundinamarca,Cundinamarca,Orquideas,193
Bogota & Cundinamarca,Cundinamarca,Suba Flores,190
Bogota & Cundinamarca,Cundinamarca,Santa Lucia,181
Bogota & Cundinamarca,Cundinamarca,Candelaria,175
Antioquia & Eje Cafetero,Antioquia,Itagui,174
"Santanderes, Boyaca y Cesar",Norte de Santander,Rosetal,167
Zona Caribe,Bolivar,Avenida Pedro de Heredia,166
Bogota & Cundinamarca,Cundinamarca,Sosiego,156
Bogota & Cundinamarca,Cundinamarca,Suba Rincon,153
Zona Pacifico,Valle del Cauca,Pasoancho,150
Zona Caribe,Bolivar,Portales,146
Bogota & Cundinamarca,Cundinamarca,Fusagasuga,143
Bogota & Cundinamarca,Cundinamarca,Facatativa,142
Bogota & Cundinamarca,Cundinamarca,Kennedy central,141
Zona Pacifico,Narino,Fatima,137
Zona Pacifico,Cauca,Popayan Sur,133
Zona Sur & Llanos,Meta,San Marcos,131
Bogota & Cundinamarca,Cundinamarca,Prado Veraniego,121
Zona Caribe,Cordoba,Monteria Barrio Sucre,119
Bogota & Cundinamarca,Cundinamarca,Carvajal,118
Zona Pacifico,Valle del Cauca,El Troncal,115
Bogota & Cundinamarca,Cundinamarca,Suba Pinar,113
Antioquia & Eje Cafetero,Antioquia,San Diego,108
Antioquia & Eje Cafetero,Caldas,Manizales Norte,107
Antioquia & Eje Cafetero,Antioquia,Apartado,105
Bogota & Cundinamarca,Cundinamarca,Chia,104
Antioquia & Eje Cafetero,Antioquia,Bello,101
"Santanderes, Boyaca y Cesar",Boyaca,Sogamoso,100
"Santanderes, Boyaca y Cesar",Boyaca,Tunja,100
Zona Sur & Llanos,Huila,SUR,99
Zona Caribe,Atlantico,Villa Estadio,99
Zona Sur & Llanos,Casanare,Vencedores,98
Zona Pacifico,Cauca,Popayan Norte,95
Antioquia & Eje Cafetero,Antioquia,Caribe,92
Bogota & Cundinamarca,Cundinamarca,La Alqueria,92
Zona Sur & Llanos,Caqueta,Florencia Sur,91
Zona Sur & Llanos,Arauca,Saravena,90
Bogota & Cundinamarca,Cundinamarca,Bosa Estacion,90
Zona Pacifico,Valle del Cauca,El Cambio,89
Bogota & Cundinamarca,Cundinamarca,Madrid,88
Bogota & Cundinamarca,Cundinamarca,Valladolid,87
Bogota & Cundinamarca,Cundinamarca,Suba Lisboa,87
Zona Sur & Llanos,Meta,EL TERMINAL,86
Zona Caribe,Bolivar,Del Castillo,86
Bogota & Cundinamarca,Cundinamarca,Lijaca,85
Zona Sur & Llanos,Tolima,Picalena,84
Zona Pacifico,Valle del Cauca,Piloto,83
Antioquia & Eje Cafetero,Risaralda,Pereira Cuba,83
Bogota & Cundinamarca,Cundinamarca,Lucero Bajo,81
Bogota & Cundinamarca,Cundinamarca,Santa Librada,79
Zona Sur & Llanos,Meta,Acacias,79
Bogota & Cundinamarca,Cundinamarca,Ubate,78
Bogota & Cundinamarca,Cundinamarca,Cajica,78
Zona Pacifico,Choco,Medrano,78
Zona Caribe,Bolivar,IGLESIA DE DIOS MINISTERIAL DE JESUCRISTO INTERNACIONAL,77
Zona Pacifico,Valle del Cauca,Los Lagos,77
"Santanderes, Boyaca y Cesar",Boyaca,Duitama,77
Bogota & Cundinamarca,Cundinamarca,La Victoria,77
Bogota & Cundinamarca,Cundinamarca,Class Roma,76
Bogota & Cundinamarca,Cundinamarca,Serrezuelita,76
Bogota & Cundinamarca,Cundinamarca,Parque de las Aguas,75
Bogota & Cundinamarca,Cundinamarca,Silvania,75
Bogota & Cundinamarca,Cundinamarca,Chapinero,75
Antioquia & Eje Cafetero,Risaralda,Guadalupe,74
Zona Pacifico,Narino,Centro,74
Zona Pacifico,Narino,Heroes,73
Zona Caribe,Bolivar,Ceballos,72
Antioquia & Eje Cafetero,Risaralda,Pereira Centro,72
Bogota & Cundinamarca,Cundinamarca,Cedritos,72
Zona Sur & Llanos,Huila,norte,72
Zona Pacifico,Choco,Centro,71
Bogota & Cundinamarca,Cundinamarca,Zipaquira,71
"Santanderes, Boyaca y Cesar",Santander,Barrancabermeja,71
Bogota & Cundinamarca,Cundinamarca,Patio Bonito,70
Zona Caribe,Magdalena,Avenida Libertador,70
Antioquia & Eje Cafetero,Quindio,Postobon,70
Zona Caribe,Atlantico,Boston,69
Zona Sur & Llanos,Tolima,LA QUINTA,69
Zona Pacifico,Valle del Cauca,12 de Octubre,69
Antioquia & Eje Cafetero,Quindio,Armenia Norte,68
Zona Sur & Llanos,Arauca,Arauca Cristo Rey,68
Bogota & Cundinamarca,Cundinamarca,Bosa Recreo,67
Bogota & Cundinamarca,Cundinamarca,San Vicente Ferrer,65
Zona Caribe,Atlantico,Puerto Colombia,65
Zona Pacifico,Cauca,Ciudad Jardin,65
Zona Caribe,La Guajira,Riohacha,64
Zona Pacifico,Cauca,Popayan Occidente,64
Zona Sur & Llanos,Meta,Ciudad Milenio,63
Zona Sur & Llanos,Tolima,La Floresta,63
Zona Caribe,Atlantico,La Pradera,63
Zona Sur & Llanos,Meta,Puerto Gaitan,63
"Santanderes, Boyaca y Cesar",Santander,Exito,63
Zona Sur & Llanos,Tolima,El Jardin,62
Zona Pacifico,Valle del Cauca,Popular,61
Zona Caribe,Magdalena,Fundacion,60
Antioquia & Eje Cafetero,Caldas,Centro- Linares,59
Zona Pacifico,Valle del Cauca,Terranova,58
Zona Sur & Llanos,Meta,Dos Mil,58
Zona Sur & Llanos,Tolima,Las Ferias,57
Zona Pacifico,Narino,La Taguera,56
Zona Caribe,Atlantico,Riomar,55
Bogota & Cundinamarca,Cundinamarca,Usme,55
Zona Sur & Llanos,Arauca,Tame,55
Zona Pacifico,Valle del Cauca,Centro,55
Antioquia & Eje Cafetero,Antioquia,Villanueva,54
Antioquia & Eje Cafetero,Antioquia,CALASANZ,54
Bogota & Cundinamarca,Cundinamarca,Girardot,53
Zona Caribe,Bolivar,El Carmen de Bolivar,53
Zona Pacifico,Cauca,Santander de Quilichao,52
Bogota & Cundinamarca,Cundinamarca,funza,52
Zona Pacifico,Valle del Cauca,La 10,51
Antioquia & Eje Cafetero,Antioquia,Rionegro,51
Zona Pacifico,Valle del Cauca,Independencia,51
Bogota & Cundinamarca,Cundinamarca,Las Mercedes,51
Zona Sur & Llanos,Caqueta,Florencia -Centro,49
Zona Pacifico,Valle del Cauca,Llanogrande,49
Bogota & Cundinamarca,Cundinamarca,Tocancipa,49
"Santanderes, Boyaca y Cesar",Santander,Floridablanca,48
Zona Pacifico,Valle del Cauca,Libertadores,47
"Santanderes, Boyaca y Cesar",Cesar,Mayales,45
Zona Sur & Llanos,Meta,Puerto Lopez,45
Zona Pacifico,Narino,Ipiales,45
Zona Sur & Llanos,Tolima,GAVIOTA,44
Bogota & Cundinamarca,Cundinamarca,Sesquile,43
Zona Sur & Llanos,Meta,Doce de Octubre,43
Zona Caribe,Magdalena,Ferrocarril,42
"Santanderes, Boyaca y Cesar",Santander,Piedecuesta,42
"Santanderes, Boyaca y Cesar",Norte de Santander,Aeropuerto,41
Zona Pacifico,Valle del Cauca,Yumbo,41
Antioquia & Eje Cafetero,Antioquia,Necocli,40
Zona Sur & Llanos,Tolima,Melgar,40
Zona Sur & Llanos,Huila,Las Palmas,40
Antioquia & Eje Cafetero,Quindio,La Pista,40
Antioquia & Eje Cafetero,Antioquia,Marinilla,40
Zona Pacifico,Valle del Cauca,Florida,40
"Santanderes, Boyaca y Cesar",Boyaca,Paipa,39
Bogota & Cundinamarca,Cundinamarca,Suba Fontanar,39
Zona Pacifico,Valle del Cauca,Puebo Nuevo,38
Bogota & Cundinamarca,Cundinamarca,El Rosal,38
Zona Caribe,Magdalena,Pivijay,38
Zona Sur & Llanos,Huila,Rivera,37
Bogota & Cundinamarca,Cundinamarca,Cota,37
Antioquia & Eje Cafetero,Antioquia,SABANETA,37
Zona Caribe,Magdalena,CIENAGA,37
Zona Caribe,Cordoba,Cerete,37
Antioquia & Eje Cafetero,Caldas,centro,37
Zona Sur & Llanos,Caqueta,LA ORIENTAL,36
Zona Caribe,Cordoba,Villa Fatima,36
Zona Sur & Llanos,Tolima,Cerca a la la estacion de gasolina Mendoza,36
Zona Sur & Llanos,Huila,Centro,35
Zona Sur & Llanos,Tolima,El Salado,34
Bogota & Cundinamarca,Cundinamarca,Tenjo,34
"Santanderes, Boyaca y Cesar",Boyaca,Chiquinquira,34
Zona Sur & Llanos,Meta,BRISAS DEL LLANO,33
Zona Pacifico,Putumayo,Mocoa,33
Antioquia & Eje Cafetero,Antioquia,Copacabana,33
Zona Pacifico,Narino,"Samaniego, Narino",32
Zona Caribe,Atlantico,La Loma,32
Zona Pacifico,Putumayo,Puerto Asis,32
Bogota & Cundinamarca,Cundinamarca,Mesitas de El Colegio,32
Zona Sur & Llanos,Arauca,Fortul,32
Zona Pacifico,Valle del Cauca,Zamorano,32
Antioquia & Eje Cafetero,Quindio,Calarca Norte,31
Zona Sur & Llanos,Tolima,Flandes quintas,31
Zona Sur & Llanos,Huila,Garzon,31
Bogota & Cundinamarca,Cundinamarca,Viota,30
"Santanderes, Boyaca y Cesar",Boyaca,Puerto Boyaca,30
Zona Caribe,Magdalena,Rodadero,30
Antioquia & Eje Cafetero,Quindio,Circasia,30
Zona Sur & Llanos,Huila,Tello,30
Zona Sur & Llanos,Arauca,San Isidro,30
Zona Sur & Llanos,Huila,Trinidad - centro,30
Antioquia & Eje Cafetero,Antioquia,Manrique,30
Antioquia & Eje Cafetero,Caldas,Chinchina,29
Zona Pacifico,Cauca,El Bordo,29
Zona Sur & Llanos,Caqueta,San Vicente del Caguan,28
Zona Pacifico,Valle del Cauca,Villagorgona,28
Zona Pacifico,Valle del Cauca,BUGA,28
Zona Caribe,Bolivar,Turbaco,28
Bogota & Cundinamarca,Cundinamarca,La Calera,28
Zona Caribe,"Archipielago de San Andres, Providencia y Santa Catalina",Iglesia Cartagena Alegre,28
Antioquia & Eje Cafetero,Quindio,Calle 30,27
Zona Sur & Llanos,Casanare,Paz de Ariporo,27
Zona Sur & Llanos,Meta,Vistahermosa,27
Zona Pacifico,Putumayo,La Hormiga,27
Zona Caribe,Atlantico,La Ceiba,27
Antioquia & Eje Cafetero,Antioquia,El Carmen de Viboral,27
Antioquia & Eje Cafetero,Quindio,Sur,26
Antioquia & Eje Cafetero,Caldas,Villamaria,26
Zona Pacifico,Choco,Huapango,26
Bogota & Cundinamarca,Cundinamarca,Soacha Compartir,26
Zona Sur & Llanos,Meta,Iglesia Cubarral,26
Zona Sur & Llanos,Meta,Iglesia de Cumaral,26
Bogota & Cundinamarca,Cundinamarca,VILLETA,26
Antioquia & Eje Cafetero,Risaralda,El Poblado,26
Zona Pacifico,Cauca,Vereda de Torres,25
"Santanderes, Boyaca y Cesar",Santander,Giron,25
Zona Sur & Llanos,Tolima,Purificacion,25
Antioquia & Eje Cafetero,Antioquia,La Ceja,25
Zona Sur & Llanos,Casanare,Sector Llano Lindo,25
Zona Pacifico,Valle del Cauca,Guacari,25
Zona Sur & Llanos,Meta,Granada,25
Zona Pacifico,Cauca,Puerto Tejada,24
Antioquia & Eje Cafetero,Risaralda,2500 lotes,24
Antioquia & Eje Cafetero,Antioquia,Sopetran,24
Zona Caribe,Sucre,Centro,24
Antioquia & Eje Cafetero,Antioquia,Caldas,24
Zona Pacifico,Cauca,Piendamo,24
Zona Sur & Llanos,Huila,campoalegre,24
Zona Pacifico,Cauca,"Timbio, Cauca",24
Zona Sur & Llanos,Meta,Castilla la Nueva,24
Zona Pacifico,Choco,Istmina,24
Zona Pacifico,Valle del Cauca,Bella Suiza,23
Zona Caribe,La Guajira,Rancheria Pulitchamana,23
Zona Pacifico,Cauca,Caloto,23
Zona Pacifico,Valle del Cauca,Darien,23
Antioquia & Eje Cafetero,Caldas,supia,23
Zona Sur & Llanos,Casanare,Villanueva,23
Antioquia & Eje Cafetero,Caldas,Las Ferias,23
Zona Pacifico,Narino,Catambuco,23
"Santanderes, Boyaca y Cesar",Norte de Santander,Los Patios,23
Bogota & Cundinamarca,Cundinamarca,Al lado del Club La Riviera,23
Zona Pacifico,Valle del Cauca,Poblado,22
Zona Sur & Llanos,Tolima,Espinal,22
Zona Sur & Llanos,Tolima,San Sebastian de Mariquita,22
Antioquia & Eje Cafetero,Antioquia,Centro,22
"Santanderes, Boyaca y Cesar",Norte de Santander,Comuneros,22
Zona Caribe,Cordoba,CARRILLO,22
Antioquia & Eje Cafetero,Risaralda,Barrio Villavicencio,22
Antioquia & Eje Cafetero,Antioquia,Chigorodo,22
Zona Pacifico,Valle del Cauca,Pradera,22
Antioquia & Eje Cafetero,Risaralda,La Virginia,22
Zona Caribe,Atlantico,Las Nieves,21
Bogota & Cundinamarca,Cundinamarca,Guasca,21
Zona Pacifico,Valle del Cauca,corregimiento Rozo,21
Zona Pacifico,Valle del Cauca,Americas,21
Antioquia & Eje Cafetero,Risaralda,Belen de umbria,21
"Santanderes, Boyaca y Cesar",Norte de Santander,Aguas Calientes,21
Zona Pacifico,Narino,Buesaco,21
Zona Caribe,Bolivar,Bocagrande,20
Zona Sur & Llanos,Tolima,Miramar,20
Zona Sur & Llanos,Huila,Suaza,20
Antioquia & Eje Cafetero,Antioquia,Carepa,20
Zona Sur & Llanos,Meta,Copecal,20
"Santanderes, Boyaca y Cesar",Norte de Santander,Atalalaya,20
Zona Sur & Llanos,Huila,Algeciras,19
Zona Pacifico,Valle del Cauca,Pavas,19
Zona Pacifico,Valle del Cauca,Roldanillo,19
Zona Caribe,Atlantico,Sabanagrande,19
Zona Pacifico,Narino,Tuquerres,19
Zona Sur & Llanos,Casanare,Aguazul,19
Zona Caribe,Sucre,San Onofre,19
Zona Sur & Llanos,Huila,Isnos,18
Zona Pacifico,Valle del Cauca,Vijes,18
Zona Pacifico,Cauca,Corinto,18
Bogota & Cundinamarca,Cundinamarca,Sopo,18
Zona Sur & Llanos,Tolima,Honda,18
"Santanderes, Boyaca y Cesar",Cesar,Bosconia,18
Zona Sur & Llanos,Caqueta,Puerto Rico,18
"Santanderes, Boyaca y Cesar",Boyaca,Otanche,18
Zona Sur & Llanos,Meta,San Martin,18
"Santanderes, Boyaca y Cesar",Cesar,Villalba,18
Antioquia & Eje Cafetero,Antioquia,Envigado,18
Zona Pacifico,Valle del Cauca,El Cerrito,18
Bogota & Cundinamarca,Cundinamarca,Choachi,18
Bogota & Cundinamarca,Cundinamarca,Guacheta,18
"Santanderes, Boyaca y Cesar",Norte de Santander,Pamplona,17
Antioquia & Eje Cafetero,Antioquia,Guarne,17
Antioquia & Eje Cafetero,Antioquia,Girardota,17
Zona Sur & Llanos,Huila,La Plata,17
Zona Sur & Llanos,Casanare,Tauramena,17
Zona Pacifico,Valle del Cauca,Calle Real,17
Bogota & Cundinamarca,Cundinamarca,Pacho,17
Zona Pacifico,Valle del Cauca,Montebello,17
"Santanderes, Boyaca y Cesar",Norte de Santander,Cucuta,17
Zona Caribe,Cordoba,Tierralta,17
Zona Sur & Llanos,Caqueta,Cartagena del chaira,17
Antioquia & Eje Cafetero,Caldas,Palestina,17
Antioquia & Eje Cafetero,Caldas,Viterbo,17
Antioquia & Eje Cafetero,Risaralda,Centro,17
Antioquia & Eje Cafetero,Antioquia,El Poblado,17
Zona Sur & Llanos,Huila,San Agustin,16
Zona Pacifico,Narino,La Cruz,16
Zona Pacifico,Putumayo,Orito,16
Zona Pacifico,Valle del Cauca,Kennedy,16
Antioquia & Eje Cafetero,Risaralda,Alameda,16
Zona Pacifico,Valle del Cauca,Los Alpes,16
Antioquia & Eje Cafetero,Risaralda,Santuario,16
Zona Sur & Llanos,Meta,Guamal,16
Antioquia & Eje Cafetero,Antioquia,El Totumo,16
Bogota & Cundinamarca,Cundinamarca,Subachoque,16
Bogota & Cundinamarca,Cundinamarca,La Mesa,16
Bogota & Cundinamarca,Cundinamarca,San Antonio Del Tequendama.,16
Zona Sur & Llanos,Caqueta,Albania,15
Zona Pacifico,Cauca,Miranda,15
"Santanderes, Boyaca y Cesar",Norte de Santander,Villa del Rosario,15
Antioquia & Eje Cafetero,Caldas,Filadelfia,15
"Santanderes, Boyaca y Cesar",Santander,Malaga,15
Zona Pacifico,Putumayo,Sibundoy,15
Zona Caribe,La Guajira,San Jose,15
Bogota & Cundinamarca,Cundinamarca,Puerto Salgar,15
"Santanderes, Boyaca y Cesar",Boyaca,Sachica,14
Zona Sur & Llanos,Meta,La reliquia,14
Zona Sur & Llanos,Caqueta,Belen de Los Andaquies,14
Zona Sur & Llanos,Tolima,Ortega,14
Antioquia & Eje Cafetero,Risaralda,PEREIRA GALICIA,14
Bogota & Cundinamarca,Cundinamarca,Simijaca,14
Zona Pacifico,Choco,Pizarro,14
Antioquia & Eje Cafetero,Caldas,Anserma,14
Zona Caribe,Magdalena,El Banco,14
"Santanderes, Boyaca y Cesar",Santander,Barbosa,14
Zona Pacifico,Valle del Cauca,Terron Colorado,14
Zona Pacifico,Putumayo,Puerto Leguizamo,14
Zona Pacifico,Valle del Cauca,Andalucia la Estacion,14
Zona Sur & Llanos,Huila,Palermo,14
"Santanderes, Boyaca y Cesar",Norte de Santander,Ocana,13
Bogota & Cundinamarca,Cundinamarca,Grupo de reunion de Subia,13
Zona Sur & Llanos,Tolima,Palocabildo,13
Zona Sur & Llanos,Vichada,Puerto Carreno,13
Antioquia & Eje Cafetero,Caldas,Risaralda,13
Zona Sur & Llanos,Meta,Fuente de Oro,13
Zona Pacifico,Putumayo,Villagarzon,13
Zona Sur & Llanos,Guainia,Inirida,13
"Santanderes, Boyaca y Cesar",Norte de Santander,Santa clara,13
"Santanderes, Boyaca y Cesar",Norte de Santander,Chinacota,13
Zona Pacifico,Valle del Cauca,Ginebra,13
Zona Sur & Llanos,Tolima,Alvarado,13
Antioquia & Eje Cafetero,Quindio,Quimbaya,13
Zona Sur & Llanos,Guaviare,El Retorno,13
Zona Sur & Llanos,Tolima,Natagaima,13
Zona Sur & Llanos,Huila,Barrio Villa Matilde,13
"Santanderes, Boyaca y Cesar",Santander,San Gil,13
Zona Pacifico,Choco,Acandi,13
Antioquia & Eje Cafetero,Antioquia,Nueva Colonia,13
Zona Pacifico,Valle del Cauca,Zarzal,13
Zona Caribe,Atlantico,Malambo,13
Bogota & Cundinamarca,Cundinamarca,salida a Cajica,12
Zona Sur & Llanos,Guaviare,La Esperanza,12
"Santanderes, Boyaca y Cesar",Cesar,La Jagua de Ibirico,12
"Santanderes, Boyaca y Cesar",Cesar,Aguachica,12
Antioquia & Eje Cafetero,Caldas,Aguadas,12
Zona Sur & Llanos,Tolima,Fresno,12
Antioquia & Eje Cafetero,Risaralda,La Popa,12
Zona Pacifico,Cauca,El Tambo,11
Zona Sur & Llanos,Huila,Neiva Caguan,11
Zona Pacifico,Choco,IGLESIA DE TADO,11
Zona Pacifico,Valle del Cauca,La Union Barrio Belen,11
"Santanderes, Boyaca y Cesar",Santander,Puente Nacional,11
"Santanderes, Boyaca y Cesar",Cesar,Agustin Codazzi,11
"Santanderes, Boyaca y Cesar",Santander,Socorro,11
Zona Pacifico,Valle del Cauca,La 40 Alvernia Tulua,11
Bogota & Cundinamarca,Cundinamarca,San Bernardo,11
Zona Sur & Llanos,Caqueta,Paujil,11
Antioquia & Eje Cafetero,Caldas,Corregimiento Samaria,11
Bogota & Cundinamarca,Cundinamarca,Ricaurte,11
Zona Sur & Llanos,Guaviare,Primero de Mayo,11
Zona Sur & Llanos,Meta,Lejanias,11
Zona Sur & Llanos,Casanare,Monterrey,11
Zona Caribe,Cordoba,Centenario,11
Zona Pacifico,Narino,Carlos Lleras,10
Zona Sur & Llanos,Huila,NEIVA CENTRO,10
Antioquia & Eje Cafetero,Quindio,Barcelona,10
Zona Caribe,Cordoba,Montelibano,10
Zona Pacifico,Valle del Cauca,Caicedonia,10
Antioquia & Eje Cafetero,Caldas,La Enea,10
Zona Sur & Llanos,Huila,AIPE,10
Bogota & Cundinamarca,Cundinamarca,La Vega,10
Antioquia & Eje Cafetero,Quindio,Genova,10
Bogota & Cundinamarca,Cundinamarca,Guayabal de Siquima,10
Zona Caribe,Bolivar,Arjona,10
Antioquia & Eje Cafetero,Antioquia,Caucasia,10
"Santanderes, Boyaca y Cesar",Santander,El Centro de Ecopetrol,9
Antioquia & Eje Cafetero,Risaralda,Puerto Caldas,9
"Santanderes, Boyaca y Cesar",Santander,San Vicente de Chucuri,9
"Santanderes, Boyaca y Cesar",Boyaca,Guateque,9
Zona Sur & Llanos,Tolima,Flandes San Luis,9
Zona Sur & Llanos,Meta,San Juan de Arama,9
"Santanderes, Boyaca y Cesar",Cesar,Curumani,9
Zona Sur & Llanos,Huila,Amborco,8
"Santanderes, Boyaca y Cesar",Boyaca,Saboya,8
"Santanderes, Boyaca y Cesar",Santander,Puerto Wilches,8
"Santanderes, Boyaca y Cesar",Santander,Bucaramanga Norte,8
Zona Pacifico,Narino,San Pablo,8
Bogota & Cundinamarca,Cundinamarca,Tocaima,8
Zona Pacifico,Valle del Cauca,obando,8
"Santanderes, Boyaca y Cesar",Santander,Velez,8
Antioquia & Eje Cafetero,Antioquia,Cisneros,8
"Santanderes, Boyaca y Cesar",Boyaca,Tasco,8
Antioquia & Eje Cafetero,Quindio,La Tebaida,8
"Santanderes, Boyaca y Cesar",Boyaca,Garagoa,8
Zona Sur & Llanos,Huila,TERUEL,8
Zona Pacifico,Choco,Bahia Solano,7
Zona Pacifico,Valle del Cauca,Riofrio,7
Zona Pacifico,Cauca,Villarica,7
Zona Sur & Llanos,Caqueta,El Doncello,7
"Santanderes, Boyaca y Cesar",Boyaca,Turmeque,7
Zona Pacifico,Narino,Guaitarilla,7
Bogota & Cundinamarca,Cundinamarca,Guaduas,7
Zona Pacifico,Cauca,Rosas,7
Zona Pacifico,Choco,Capurgana,7
Zona Pacifico,Valle del Cauca,Ansermanuevo,7
Zona Sur & Llanos,Caqueta,Curillo,7
Zona Pacifico,Choco,Iglesia De Condoto,7
Zona Sur & Llanos,Amazonas,LETICIA,7
Zona Sur & Llanos,Huila,Tesalia,7
Antioquia & Eje Cafetero,Caldas,Pacora,7
Zona Pacifico,Cauca,Guachene,7
Zona Sur & Llanos,Caqueta,OCCIDENTAL,7
Zona Sur & Llanos,Huila,La Argentina,7
Zona Caribe,Cordoba,Valencia,7
Zona Pacifico,Valle del Cauca,Cartago Santana,7
Zona Sur & Llanos,Huila,Elias,6
Zona Pacifico,Cauca,Timbiqui,6
Zona Sur & Llanos,Tolima,El Tablazo,6
"Santanderes, Boyaca y Cesar",Boyaca,Tibana,6
Bogota & Cundinamarca,Cundinamarca,Arbelaez,6
Zona Pacifico,Valle del Cauca,Corregimiento la Marina,6
Zona Sur & Llanos,Huila,acevedo,6
Zona Sur & Llanos,Caqueta,la montanita,6
Zona Caribe,Atlantico,Santa Lucia,6
Zona Caribe,Cordoba,CALLE CHINU,6
Zona Caribe,Sucre,Sampues,6
Zona Pacifico,Valle del Cauca,TARRAGONA,6
Antioquia & Eje Cafetero,Risaralda,Marsella,6
Antioquia & Eje Cafetero,Antioquia,Amaga,6
